folder	key	title	critic	user	release	developer	publisher	critic_sources	user_sources
gba	the legend of zelda a link to the past and four swords	The Legend of Zelda: A Link to the Past & Four Swords		8.9	2002-12-02	Nintendo	Nintendo		LaunchBox community Bayesian (raw 9.0, n=242)=8.9; LaunchBox Community=8.9
gba	the legend of zelda the minish cap	The Legend of Zelda: The Minish Cap	9.0	8.7	2005-01-10	Capcom	Nintendo	Metacritic=8.9; GameRankings (n=67)=9.0; MobyGames (n=5)=8.8	Metacritic users=8.8; GameFAQs community=8.4; LaunchBox community Bayesian (raw 9.0, n=491)=9.0; Legacy community=8.7
gba	the lord of the rings the fellowsh	The Lord of the Rings: The Fellowsh
gba	the lord of the rings the return o	The Lord of the Rings: The Return o
gba	the lord of the rings the third ag	The Lord of the Rings: The Third Ag
gba	the lord of the rings the two towe	The Lord of the Rings: The Two Towe
gba	the lost vikings	The Lost Vikings	7.7	7.4	2003-03-30	Blizzard Entertainment	Blizzard Entertainment	Metacritic=7.5; GameRankings (n=21)=7.7; MobyGames (n=5)=7.8	Metacritic users=7.7; GameFAQs community=7.7; LaunchBox community Bayesian (raw 6.8, n=38)=6.8; Legacy community=7.4
gba	the mummy	The Mummy	6.6	6.8	2002-11-22	Ubi Soft Studios	Ubi Soft Entertainment Software	GameRankings (n=3)=6.6	GameFAQs community=6.7; LaunchBox community Bayesian (raw 6.8, n=19)=6.9
gba	the muppets on with the show	The Muppets: On with the Show!	4.6	6.5	2003-04-05	Vicarious Visions	TDK Mediactive	GameRankings (n=3)=4.8; MobyGames (n=5)=4.4	LaunchBox community Bayesian (raw 6.3, n=22)=6.5; LaunchBox Community=6.5
gba	the pinball of the dead	The Pinball of the Dead	7.8	7.0	2002-06-16	WOW Entertainment	Sega	Metacritic=7.9; GameRankings (n=25)=7.8; MobyGames (n=5)=7.8	Metacritic users=6.8; GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.1, n=65)=7.1; Legacy community=7.0
gba	the polar express	The Polar Express	4.4	5.2	2004-11-02	Tantalus Interactive	THQ	GameRankings (n=5)=4.8; MobyGames (n=5)=4.0	GameFAQs community=5.8; LaunchBox community Bayesian (raw 4.0, n=30)=4.8; LaunchBox Community=5.2
gba	the powerpuff girls him and seek	The Powerpuff Girls: Him and Seek	6.3	6.5	2002-11-05	Vicarious Visions	BAM! Entertainment	GameRankings (n=3)=6.9; MobyGames (n=5)=6.0	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.7, n=27)=6.8; LaunchBox Community=6.5
gba	the powerpuff girls mojo jojo a go	The Powerpuff Girls: Mojo Jojo A-Go	6.3					GameRankings (n=13)=6.3
gba	the proud family	The Proud Family		5.7	2005-11-13	Gorilla Systems	Buena Vista Games		GameFAQs community=5.5; LaunchBox community Bayesian (raw 5.2, n=19)=5.8; LaunchBox Community=5.7
gba	the revenge of shinobi	The Revenge of Shinobi	4.7	5.5	2002-11-19	3d6 Games	Sega	Metacritic=5.1; GameRankings (n=14)=4.8; MobyGames (n=5)=4.4	GameFAQs community=5.3; LaunchBox community Bayesian (raw 5.4, n=45)=5.7; LaunchBox Community=5.5
gba	the ripping friends	The Ripping Friends
gba	the santa clause 3 the escape clau	The Santa Clause 3: The Escape Clau
gba	the scorpion king sword of osiris	The Scorpion King: Sword of Osiris	7.2	7.3	2002-03-31	WayForward Technologies	Universal Interactive	Metacritic=7.2; GameRankings (n=15)=7.2	Metacritic users=8.8; GameFAQs community=6.5; LaunchBox community Bayesian (raw 6.5, n=30)=6.6; Legacy community=7.3
gba	the simpsons road rage	The Simpsons: Road Rage	5.4	6.9	2003-06-30	Altron	THQ	Metacritic=5.5; GameRankings (n=19)=5.2; MobyGames (n=5)=6.0	GameFAQs community=6.3; LaunchBox community Bayesian (raw 7.5, n=46)=7.4; LaunchBox Community=6.9
gba	the sims 2	The Sims 2	5.8	7.2	2005-10-24	Maxis	Electronic Arts	Metacritic=5.8; GameRankings (n=11)=5.8	Metacritic users=8.0; GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.0, n=36)=7.0; Legacy community=7.2
gba	the sims bustin out	The Sims: Bustin' Out	7.8	7.5	2003-12-02	Griptonite	Electronic Arts	GameRankings (n=24)=7.8; MobyGames (n=5)=7.8	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.6, n=44)=7.5; LaunchBox Community=7.5
gba	the suite life of zack and cody ti	The Suite Life of Zack and Cody: Ti
gba	the sum of all fears	The Sum of All Fears	6.8	6.3	2002-11-05	Crawfish Interactive	Ubi Soft Entertainment Software	Metacritic=6.9; GameRankings (n=11)=6.8	GameFAQs community=6.7; LaunchBox community Bayesian (raw 5.4, n=20)=5.9; LaunchBox Community=6.3
gba	the three stooges	The Three Stooges	5.5	6.3	2002-03-31	Cinemaware	Metro3D	Metacritic=5.3; GameRankings (n=9)=5.4; MobyGames (n=5)=5.7	Metacritic users=7.2; GameFAQs community=5.0; LaunchBox community Bayesian (raw 6.5, n=21)=6.7; Legacy community=6.3
gba	the tower sp	The Tower SP	6.4	7.1	2006-03-21	VIVARIUM	Nintendo	Metacritic=6.2; GameRankings (n=14)=6.5	GameFAQs community=7.5; LaunchBox community Bayesian (raw 6.6, n=19)=6.7; LaunchBox Community=7.1
gba	the urbz sims in the city	The Urbz: Sims in the City	6.9	7.4	2004-11-09	Griptonite	Electronic Arts	GameRankings (n=13)=6.9	GameFAQs community=7.7; LaunchBox community Bayesian (raw 7.0, n=42)=7.0; LaunchBox Community=7.4
gba	the wild	The Wild	5.8	6.1	2006	Climax Group Limited		MobyGames (n=5)=5.8	GameFAQs community=6.1; Legacy community=6.1
gba	the wild thornberrys chimp chase	The Wild Thornberrys: Chimp Chase		5.6	2001-10-05	Helixe	THQ		GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.5, n=22)=6.0; LaunchBox Community=5.6
gba	the wild thornberrys the movie	The Wild Thornberrys: The Movie
gba	thunder alley	Thunder Alley	2.1	4.4	2004-06-11	Pronto Games	XS Games	GameRankings (n=3)=2.1	GameFAQs community=4.5; LaunchBox community Bayesian (raw 3.0, n=22)=4.2; LaunchBox Community=4.4
gba	thunderbirds	Thunderbirds	4.6	5.5	2004-08-10	Saffire	Vivendi Universal Games	Metacritic=4.7; GameRankings (n=15)=4.6	GameFAQs community=5.3; LaunchBox community Bayesian (raw 5.0, n=19)=5.7; LaunchBox Community=5.5
gba	tiger woods pga tour 2002	Tiger Woods PGA Tour 2002
gba	tiger woods pga tour golf	Tiger Woods PGA Tour Golf	5.5	5.4	2002-05-29	Rebellion Developments	Destination Software	GameRankings (n=5)=5.2; MobyGames (n=5)=5.8	GameFAQs community=3.8; LaunchBox community Bayesian (raw 6.9, n=15)=6.9; LaunchBox Community=5.4
gba	tim burton s the nightmare before chr	Tim Burton's The Nightmare Before Chr
gba	tiny toon adventures scary dreams	Tiny Toon Adventures: Scary Dreams		7.5	2002-07-05	Treasure	Conspiracy Entertainment		LaunchBox community Bayesian (raw 7.6, n=46)=7.5; LaunchBox Community=7.5
gba	tiny toon adventures wacky stackers	Tiny Toon Adventures: Wacky Stackers	5.8	7.0	2002-05-04	Warthog	Conspiracy Entertainment	GameRankings (n=3)=5.8	GameFAQs community=7.5; LaunchBox community Bayesian (raw 6.3, n=26)=6.5; LaunchBox Community=7.0
gba	tmnt	TMNT	7.6	7.9	2007-03-20	Ubisoft Entertainment	Ubisoft Entertainment	Metacritic=8.0; GameRankings (n=10)=7.6; MobyGames (n=5)=7.4	Metacritic users=8.0; GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.0, n=68)=7.9; Legacy community=7.9
gba	tokyo xtreme racer advance	Tokyo Xtreme Racer Advance	6.4	6.1	2005-04-20	David A. Palmer Productions	Crave Entertainment	GameRankings (n=4)=6.4	GameFAQs community=6.0; LaunchBox community Bayesian (raw 5.8, n=32)=6.1; LaunchBox Community=6.1
gba	tom and jerry in infurnal escape	Tom and Jerry in Infurnal Escape	6.4	5.9	2003-03-14	CinéGroupe Interactive	NewKidCo	GameRankings (n=3)=6.4	GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.0, n=28)=6.3; LaunchBox Community=5.9
gba	tom and jerry the magic ring	Tom and Jerry: The Magic Ring	6.0	5.5	2001-11-01	Cave Barn Studios	NewKidCo	GameRankings (n=3)=7.1; MobyGames (n=5)=5.3	GameFAQs community=5.7; LaunchBox community Bayesian (raw 5.0, n=32)=5.5; LaunchBox Community=5.5
gba	tom clancy s splinter cell	Tom Clancy's Splinter Cell	7.7	6.9	2003-04-27	Ubi Soft Entertainment	Ubi Soft Entertainment Software	Metacritic=7.7; GameRankings (n=29)=7.7; MobyGames (n=5)=7.8	Metacritic users=6.8; GameFAQs community=7.4; LaunchBox community Bayesian (raw 6.5, n=32)=6.6; Legacy community=6.9
gba	tom clancy s splinter cell pandora tomorrow	Tom Clancy's Splinter Cell: Pandora Tomorrow	6.7	6.9	2004-03-24	Ubisoft Entertainment	Ubisoft Entertainment	Metacritic=6.8; GameRankings (n=20)=6.7	Metacritic users=6.5; GameFAQs community=7.4; LaunchBox community Bayesian (raw 6.8, n=26)=6.9; Legacy community=6.9
gba	tomato adventure	Tomato Adventure		7.7	2002-01-25	AlphaDream	Nintendo		GameFAQs community=8.0; LaunchBox community Bayesian (raw 7.7, n=14)=7.4
gba	tomb raider the prophecy	Tomb Raider: The Prophecy
gba	tony hawk s american sk8land	Tony Hawk's American Sk8land	6.8	6.5	2005-10-18	Vicarious Visions	Activision	Metacritic=6.4; GameRankings (n=8)=6.9	GameFAQs community=6.1; LaunchBox community Bayesian (raw 6.8, n=29)=6.9; LaunchBox Community=6.5
gba	tony hawk s pro skater 3	Tony Hawk's Pro Skater 3	8.8	6.5	2002-03-04	Vicarious Visions	Activision	Metacritic=9.0; GameRankings (n=27)=8.8; MobyGames (n=5)=8.8	Metacritic users=6.4; GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.3, n=47)=6.4; Legacy community=6.5
gba	tony hawk s pro skater 4	Tony Hawk's Pro Skater 4	8.7	6.2	2002-10-23	Vicarious Visions	Activision	Metacritic=8.5; GameRankings (n=12)=8.8; MobyGames (n=5)=8.7	Metacritic users=5.1; GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.0, n=41)=7.0; Legacy community=6.2
gba	tony hawk s underground	Tony Hawk's Underground	8.8	6.6	2003-10-27	Vicarious Visions	Activision	Metacritic=8.6; GameRankings (n=8)=8.8; MobyGames (n=5)=8.8	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.9, n=40)=6.9; LaunchBox Community=6.6
gba	top gear gt championship	Top Gear GT Championship	5.5	6.0	2001-07-09	Vision Works	Kemco	GameRankings (n=5)=5.5; MobyGames (n=5)=5.5	GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.5, n=26)=6.6; LaunchBox Community=6.0
gba	top gear rally	Top Gear Rally	7.7	7.2	2003-10-28	Tantalus Interactive	Nintendo	Metacritic=7.8; GameRankings (n=12)=7.7; MobyGames (n=5)=7.6	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.6, n=25)=7.4; LaunchBox Community=7.2
gba	top gun combat zones	Top Gun: Combat Zones		6.0	2004-12-01	Titus Software	Mastiff		GameFAQs community=6.4; LaunchBox community Bayesian (raw 5.0, n=21)=5.6; LaunchBox Community=6.0
gba	top gun firestorm advance	Top Gun: Firestorm Advance		5.9	2002-11-26	Fluid Studios	Titus France		GameFAQs community=5.7; LaunchBox community Bayesian (raw 5.6, n=22)=6.0; LaunchBox Community=5.9
gba	top spin 2	Top Spin 2	6.0	6.0	2006-03-29	Magic Pockets	2K Games	GameRankings (n=4)=6.0	GameFAQs community=6.3; LaunchBox community Bayesian (raw 5.1, n=26)=5.6; LaunchBox Community=6.0
gba	totally spies	Totally Spies!		6.3	2005-11-15	Mistic Software	Atari		GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.8, n=23)=6.9; LaunchBox Community=6.3
gba	tringo	Tringo	5.8	5.5	2006-05-16	David A. Palmer Productions	Liquid Games	GameRankings (n=3)=5.8	GameFAQs community=5.8; LaunchBox community Bayesian (raw 4.3, n=18)=5.3; LaunchBox Community=5.5
gba	trollz hair affair	Trollz: Hair Affair!	5.9	4.8	2005-11-01	Powerhead Games	Ubisoft Entertainment	GameRankings (n=6)=5.9	GameFAQs community=4.4; LaunchBox community Bayesian (raw 4.2, n=20)=5.1; LaunchBox Community=4.8
gba	tron 2 0 killer app	Tron 2.0: Killer App	6.7	6.9	2004-10-20	Digital Eclipse Software	Buena Vista Interactive	GameRankings (n=19)=6.7	GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.2, n=26)=7.1; LaunchBox Community=6.9
gba	turbo turtle adventure	Turbo Turtle Adventure	6.9	6.9	2002-10-07	Iridon Interactive	Majesco Sales	Metacritic=7.0; GameRankings (n=10)=6.9	GameFAQs community=7.1; LaunchBox community Bayesian (raw 6.6, n=22)=6.7; LaunchBox Community=6.9
gba	turok evolution	Turok: Evolution	7.2	7.1	2002-09-01	RFX Interactive	Acclaim Entertainment	Metacritic=7.2; GameRankings (n=15)=7.2	Metacritic users=7.4; GameFAQs community=6.5; LaunchBox community Bayesian (raw 7.5, n=47)=7.4; Legacy community=7.1
gba	tweety and the magic gems	Tweety & The Magic Gems	4.3	6.1	2001-07-09	Kotobuki System	Kemco	GameRankings (n=7)=4.3	GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.1, n=27)=6.3
gba	ty the tasmanian tiger 2 bush rescue	Ty the Tasmanian Tiger 2: Bush Rescue	6.7	6.3	2004-10-12	Halfbrick Studios	Electronic Arts	Metacritic=6.3; GameRankings (n=10)=6.8	Metacritic users=5.8; GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.2, n=25)=6.4; Legacy community=6.3
gba	ty the tasmanian tiger 3 night of t	Ty the Tasmanian Tiger 3: Night of t
gba	ultimate arcade games	Ultimate Arcade Games		5.6	2005-10-17	Nocturnal Entertainment Australia	Telegames		GameFAQs community=5.8; LaunchBox community Bayesian (raw 4.6, n=19)=5.4; LaunchBox Community=5.6
gba	ultimate beach soccer	Ultimate Beach Soccer		6.5	2003-11-03	Magic Pockets	Wanadoo Edition		GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.8, n=22)=6.9; LaunchBox Community=6.5
gba	ultimate brain games	Ultimate Brain Games	8.1	7.1	2003-03-18	Cosmigo	Telegames	Metacritic=8.0; GameRankings (n=7)=8.1	GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.4, n=24)=7.3; LaunchBox Community=7.1
gba	ultimate card games	Ultimate Card Games	9.1	6.8	2004-12-31	Cosmigo	Telegames	Metacritic=8.7; GameRankings (n=4)=9.2	GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.5, n=13)=6.7; LaunchBox Community=6.8
gba	ultimate muscle the path of the sup	Ultimate Muscle: The Path of the Sup
gba	ultimate puzzle games	Ultimate Puzzle Games		6.2	2005-11-14	Telegames	Telegames		GameFAQs community=6.5; LaunchBox community Bayesian (raw 5.5, n=16)=6.1; LaunchBox Community=6.2
gba	ultimate spider man	Ultimate Spider-Man	6.3	7.7	2005-09-22	Vicarious Visions	Activision	GameRankings (n=6)=6.3	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.9, n=39)=7.7; LaunchBox Community=7.7
gba	ultimate winter games	Ultimate Winter Games		6.4	2003-12-04	Sproing Interactive Media	Telegames		GameFAQs community=6.8; LaunchBox community Bayesian (raw 5.7, n=21)=6.1; LaunchBox Community=6.4
gba	unfabulous	Unfabulous		5.6	2006-09-25	WayForward Technologies	THQ		GameFAQs community=5.2; LaunchBox community Bayesian (raw 5.2, n=17)=5.9; LaunchBox Community=5.6
gba	uno 52	Uno 52		5.4	2006-10-03	Black Lantern Studios	DSI Games		GameFAQs community=6.7; LaunchBox community Bayesian (raw 2.8, n=22)=4.1; LaunchBox Community=5.4
gba	urban yeti	Urban Yeti!	6.9	5.2	2002-08-16	Cave Barn Studios	Telegames	GameRankings (n=7)=6.9	GameFAQs community=4.9; LaunchBox community Bayesian (raw 4.7, n=21)=5.4; LaunchBox Community=5.2
gba	v i p	V.I.P.		4.3	2002-10-01	Planet Interactive Development	Ubi Soft Entertainment Software		GameFAQs community=2.2; LaunchBox community Bayesian (raw 5.8, n=13)=6.3; LaunchBox Community=4.3
gba	v rally 3	V-Rally 3	8.0	7.4	2002-09-30	Velez & Dubail Dev. Team	Atari	Metacritic=8.2; GameRankings (n=18)=8.0; MobyGames (n=5)=8.3	Metacritic users=7.8; GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.0, n=34)=7.0; Legacy community=7.4
gba	van helsing	Van Helsing	3.5	6.1	2004-05-06	Saffire	VU Games	Metacritic=3.3; GameRankings (n=14)=3.7; MobyGames (n=5)=3.2	GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.6, n=22)=6.7; LaunchBox Community=6.1
gba	veggietales larryboy and the bad ap	VeggieTales: LarryBoy and the Bad Ap	7.2					GameRankings (n=6)=7.2
gba	virtua tennis	Virtua Tennis	7.7	7.4	2002-10-08	Altron	THQ	Metacritic=8.3; GameRankings (n=19)=7.6; MobyGames (n=5)=8.0	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.4, n=47)=7.3
gba	virtual kasparov	Virtual Kasparov	6.9	6.6	2002-04-05	Titus Software	Titus Software	GameRankings (n=10)=6.9	GameFAQs community=5.6; LaunchBox community Bayesian (raw 7.9, n=25)=7.6; LaunchBox Community=6.6
gba	wade hixton s counter punch	Wade Hixton's Counter Punch	7.6	7.2	2004-03-15	Inferno Games	Destination Software	Metacritic=7.8; GameRankings (n=10)=7.6; MobyGames (n=5)=7.6	Metacritic users=7.8; GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.8, n=40)=6.8; Legacy community=7.2
gba	wakeboarding unleashed featuring shau	Wakeboarding Unleashed featuring Shau
gba	walt disney s the jungle book	Walt Disney's The Jungle Book	5.4	6.5	2003			GameRankings (n=5)=5.4	GameFAQs community=6.5
gba	wario land 4	Wario Land 4	8.6	8.4	2001-11-18	Nintendo R&D1	Nintendo	Metacritic=8.8; GameRankings (n=32)=8.5; MobyGames (n=5)=8.8	Metacritic users=8.8; GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.5, n=200)=8.4; Legacy community=8.4
gba	warioware inc	WarioWare Inc.
gba	warioware inc mega microgame	WarioWare, Inc.: Mega Microgame$!	8.9	8.3	2003-05-26	Nintendo R&D1	Nintendo	Metacritic=8.9; GameRankings (n=54)=8.9; MobyGames (n=5)=8.8	Metacritic users=8.5; GameFAQs community=8.2; LaunchBox community Bayesian (raw 8.4, n=184)=8.3; Legacy community=8.3
gba	warioware twisted	WarioWare: Twisted!	8.8	8.0	2005-05-23	Intelligent Systems	Nintendo	Metacritic=8.8; GameRankings (n=40)=8.8; MobyGames (n=5)=8.7	Metacritic users=8.6; GameFAQs community=8.2; LaunchBox community Bayesian (raw 7.5, n=65)=7.4; Legacy community=8.0
gba	whac a mole	Whac-A-Mole		6.1	2005-09-20	DC Studios	Activision Value Publishing		GameFAQs community=6.8; LaunchBox community Bayesian (raw 4.5, n=16)=5.5; LaunchBox Community=6.1
gba	wing commander prophecy	Wing Commander: Prophecy	6.3	7.4	2003-06-04	Raylight Studios	Destination Software	Metacritic=7.0; GameRankings (n=11)=6.2	Metacritic users=9.2; GameFAQs community=6.8; LaunchBox community Bayesian (raw 5.9, n=33)=6.2; Legacy community=7.4
gba	wings	Wings	6.6	6.4	2003-02-13	Crawfish Interactive	Metro3D	Metacritic=7.2; GameRankings (n=12)=6.6	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.2, n=24)=6.4; LaunchBox Community=6.4
gba	winnie the pooh s rumbly tumbly adven	Winnie the Pooh's Rumbly Tumbly Adven
gba	winx club	WinX Club		6.0	2005-11-15	Rainbow Studios	Konami		GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.6, n=23)=6.7; LaunchBox Community=6.0
gba	wolfenstein 3d	Wolfenstein 3D	5.9	7.2	2002-03-31	Stalker Entertainment	BAM! Entertainment	Metacritic=5.7; GameRankings (n=9)=6.0; MobyGames (n=5)=5.6	Metacritic users=7.9; GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.7, n=48)=6.8; Legacy community=7.2
gba	woody woodpecker in crazy castle 5	Woody Woodpecker in Crazy Castle 5		5.2	2003-12-02	Tantalus Interactive	Kemco		GameFAQs community=5.7; LaunchBox community Bayesian (raw 3.9, n=28)=4.7; LaunchBox Community=5.2
gba	world championship poker	World Championship Poker	6.8	5.6	2004-11-03	Sensory Sweep Studios	Crave Entertainment	GameRankings (n=5)=6.8	GameFAQs community=5.4; LaunchBox community Bayesian (raw 5.2, n=24)=5.7; LaunchBox Community=5.6
gba	world poker tour	World Poker Tour		7.0	2005-10-18	Backbone Entertainment	2K Games		GameFAQs community=6.3; LaunchBox community Bayesian (raw 8.0, n=18)=7.6; LaunchBox Community=7.0
gba	world tennis stars	World Tennis Stars		5.1	2004-11-22	Awesome Developments	Ignition Entertainment		GameFAQs community=5.2; LaunchBox community Bayesian (raw 4.3, n=24)=5.1; LaunchBox Community=5.1
gba	worms world party	Worms World Party	6.4	5.6	2002-09-26	Fluid Studios	Ubi Soft Entertainment Software	GameRankings (n=4)=6.4	GameFAQs community=5.7; LaunchBox community Bayesian (raw 5.1, n=41)=5.5; LaunchBox Community=5.6
gba	wta tour tennis	WTA Tour Tennis	6.4	5.8	2002-05-31	Konami	Konami	Metacritic=6.6; GameRankings (n=11)=6.3	GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.0, n=31)=6.2; LaunchBox Community=5.8
gba	wwe road to wrestlemania x8	WWE Road to WrestleMania X8	6.5	6.8	2002-10-23	Natsume	THQ	Metacritic=7.3; GameRankings (n=10)=6.4	Metacritic users=7.3; GameFAQs community=6.0; LaunchBox community Bayesian (raw 7.0, n=23)=7.0; Legacy community=6.8
